u1_norm_skewness,u2_norm_skewness,u3_norm_skewness,i1_norm_skewness,i2_norm_skewness,i3_norm_skewness,u1_norm_kurtosis,u2_norm_kurtosis,u3_norm_kurtosis,i1_norm_kurtosis,i2_norm_kurtosis,i3_norm_kurtosis
4.913942735064321,4.78455475451433,4.592119012369929,5.878188011875002,6.180364550089781,5.952949727495034,22.54985500250665,20.979333034885805,19.16203220634391,55.45366886312619,63.40983016134621,61.35374219472189
